Name,RAM,Internal storage,Display,Rear Camera,Front Camera,Battery,Processor,Price
"Lava Z66 (Midnight Blue, 32 GB)",3 GB RAM , 32 GB ROM ,15.44 cm (6.08 inch) HD+ Display,13MP + 5MP , 13MP Front Camera,3950 mAh Lithium Polymer Battery,Octa Core Processor,"₹7,999"
"OPPO A53 (Electric Black, 64 GB)",4 GB RAM , 64 GB ROM ,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 460 Processor,"₹12,990"
"OPPO A53 (Fancy Blue, 128 GB)",6 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 460 Processor,"₹15,490"
"OPPO A53 (Fairy White, 128 GB)",6 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 460 Processor,"₹15,490"
Nokia 216/216 DS,16 MB RAM , NA ROM ,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera , 0.3MP Front Camera,1020 mAh Battery,0 0 0 0 Processor Processor,"₹2,799"
"Vivo V19 (Mystic Silver, 256 GB)",8 GB RAM , 256 GB ROM ,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP , 32MP + 8MP Dual Front Camera,4500 mAh Lithium-ion Battery,Qualcomm Snapdragon 712 AIE Processor,"₹27,990"
"Vivo V20 Pro (Midnight Jazz, 128 GB)",8 GB RAM , 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 8MP + 2MP , 44MP + 8MP Dual Front Camera,4000 mAh Lithium-ion Battery,Qualcomm Snapdragon 765G Processor,"₹29,990"
"Vivo V20 SE (Gravity Black, 128 GB)",8 GB RAM , 128 GB ROM ,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP , 32MP Front Camera,4100 mAh Lithium-ion Battery,Qualcomm Snapdragon 665 Processor,"₹20,990"
"Realme X3 (Arctic White, 128 GB)",8 GB RAM , 128 GB ROM,16.69 cm (6.57 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,"₹22,999"
"Redmi 8A (Ocean Blue, 32 GB)",3 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,12MP Rear Camera , 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,"₹8,449"
"Vivo V20 SE (Aquamarine Green, 128 GB)",8 GB RAM , 128 GB ROM ,16.36 cm (6.44 inch) Full HD+ Display,48MP + 8MP + 2MP , 32MP Front Camera,4100 mAh Lithium-ion Battery,Qualcomm Snapdragon 665 Processor,"₹20,990"
"Samsung M01 core (Black, 32 GB)",2 GB RAM , 32 GB ROM ,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera , 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,"₹6,180"
"Redmi 9 (Sky Blue, 128 GB)",4 GB RAM , 128 GB ROM,16.59 cm (6.53 inch) HD+ Display,13MP + 8MP , 8MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor,"₹10,397"
"Redmi 9 (Sky Blue, 64 GB)",4 GB RAM , 64 GB ROM,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP , 5MP Front Camera,5000 mAh Battery,MediaTek Helio G35 Processor,"₹9,869"
"Redmi Note 9 Pro Max (Glacier White, 128 GB)",6 GB RAM , 128 GB ROM ,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 5MP + 2MP , 32MP Front Camera,5020 mAh Battery,Qualcomm Snapdragon 720G Processor,"₹18,799"
"Redmi Note 8 (Neptune Blue, 64 GB)",4 GB RAM , 64 GB ROM ,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,4000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 665 Processor,"₹12,999"
"Realme C3 (Frozen Blue, 32 GB)",3 GB RAM , 32 GB ROM ,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G70 Processor,"₹8,999"
"iQOO 3 (5G) (Tornado Black, 256 GB)",12 GB RAM , 256 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,4440 mAh Li-ion Battery,Qualcomm Snapdragon 865 Processor,"₹34,990"
"Tecno Camon 16 (Cloud White, 64 GB)",4 GB RAM , 64 GB ROM ,17.27 cm (6.8 inch) HD+ Display,64MP + 2MP + 2MP + AI Lens Quad AI Camera , 16MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor,"₹11,499"
"Redmi 9A (Sea Blue, 32 GB)",3 GB RAM , 32 GB ROM ,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera , 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor,"₹8,299"
"Redmi 9A (Midnight Black, 32 GB)",3 GB RAM , 32 GB ROM ,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera , 5MP Front Camera,5000 mAh Battery,MediaTek Helio G25 Processor,"₹8,179"
"Tecno Camon 15 (SHOAL GOLD, 64 GB)",4 GB RAM , 64 GB ROM ,16.64 cm (6.55 inch) HD+ Display,48MP + 2MP + 2MP + QVGA Rear Camera , 16MP Front Camera,5000 mAh Li-ion Polymer Battery Battery,Helio P22 MT6762 Processor,"₹9,999"
"Samsung M01 core (Blue, 32 GB)",2 GB RAM , 32 GB ROM ,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera , 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,"₹6,299"
"Infinix Zero 8i (Black Diamond, 128 GB)",8 GB RAM , 128 GB ROM ,17.4 cm (6.85 inch) Full HD+ Display,48MP + 8MP + 2MP + AI Lens Camera , 16MP + 8MP Dual Front Camera,4500 mAh Li-ion Polymer Battery,MediaTek Helio G90T Processor,"₹14,999"
"Realme C3 (Volcano Grey, 32 GB)",3 GB RAM , 32 GB ROM ,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G70 Processor,"₹8,999"
"Samsung Galaxy M11 (Violet, 32 GB)",3 GB RAM , 32 GB ROM ,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP + 2MP , 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,"₹10,390"
"Honor 9S (Blue, 32 GB)",2 GB RAM , 32 GB ROM ,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera , 5MP Front Camera,3020 mAh Lithium Polymer Battery,MediaTek Helio P22 (MT6762R) Octa Core Processor,"₹5,999"
"Redmi Note 9 Pro (Aurora Blue, 128 GB)",6 GB RAM , 128 GB ROM ,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP , 16MP Front Camera,5020 mAh Battery,Qualcomm® Snapdragon™ 720G Processor,"₹19,499"
"OPPO Reno2 (Luminous Black, 256 GB)",8 GB RAM , 256 GB ROM ,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP , 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,"₹38,990"
"Samsung Galaxy A31 (Prism Crush Black, 128 GB)",6 GB RAM , 128 GB ROM ,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP + 5MP , 20MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek (MT6768) Octa Core Processor,"₹17,999"
"Vivo Y91i (Ocean Blue, 32 GB)",2 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera , 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,"₹7,990"
"Mi 10T (Cosmic Black, 128 GB)",8 GB RAM , 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,64MP Rear Camera , 20MP Front Camera,5000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 865 Processor,"₹34,999"
"Samsung Galaxy M11 (Black, 64 GB)",4 GB RAM , 64 GB ROM ,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP + 2MP , 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,"₹12,959"
"OPPO F17 Pro (Matte Black, 128 GB)",8 GB RAM , 128 GB ROM ,16.33 cm (6.43 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP , 16MP + 2MP Dual Front Camera,4015 mAh Lithium-ion Battery,MediaTek Helio P95 Processor,"₹21,490"
"Samsung Galaxy A31 (Prism Crush Blue, 128 GB)",6 GB RAM , 128 GB ROM ,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP + 5MP , 20MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek (MT6768) Octa Core Processor,"₹17,999"
"OPPO F17 Pro (Magic Blue, 128 GB)",8 GB RAM , 128 GB ROM ,16.33 cm (6.43 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP , 16MP + 2MP Dual Front Camera,4015 mAh Lithium-ion Battery,MediaTek Helio P95 Processor,"₹21,490"
"Realme X3 (Glacier Blue, 128 GB)",8 GB RAM , 128 GB ROM,16.69 cm (6.57 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,"₹22,999"
"Vivo V20 Pro (Sunset Melody, 128 GB)",8 GB RAM , 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,64MP + 8MP + 2MP , 44MP + 8MP Dual Front Camera,4000 mAh Lithium-ion Battery,Qualcomm Snapdragon 765G Processor,"₹29,990"
"OPPO A53 (Electric Black, 128 GB)",6 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 460 Processor,"₹15,490"
"Redmi 8A Dual (Sea Blue, 32 GB)",2 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP , 8MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 439 Processor,"₹6,999"
"Realme X3 SuperZoom (Arctic White, 256 GB)",12 GB RAM , 256 GB ROM,16.69 cm (6.57 inch) Full HD+ Display,64MP + 8MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,"₹28,999"
"Samsung M01 core (Blue, 16 GB)",1 GB RAM , 16 GB ROM ,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera , 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,"₹5,382"
"Redmi 8A Dual (Sea Blue, 64 GB)",3 GB RAM , 64 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP , 8MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 439 Processor,"₹8,419"
"Samsung M31s (Mirage Blue, 128 GB)",8 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) Full HD+ Display,64MP + 12MP , 32MP Front Camera,6000 mAh Battery,Exynos 9611 octa core processor Processor,"₹22,289"
"Vivo Y91i (Fusion Black, 32 GB)",2 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera , 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,"₹7,990"
"Tecno Camon 15 (Fascinating Purple, 64 GB)",4 GB RAM , 64 GB ROM ,16.64 cm (6.55 inch) HD+ Display,48MP + 2MP + 2MP + QVGA Rear Camera , 16MP Front Camera,5000 mAh Li-ion Polymer Battery Battery,Helio P22 MT6762 Processor,"₹9,999"
"OPPO A1K (Black, 32 GB)",2 GB RAM , 32 GB ROM ,15.49 cm (6.1 inch) Display,8MP Rear Camera , 5MP Front Camera,4000 mAh Li-polymer Battery,MediaTek Helio P22 Processor,"₹7,990"
"POCO X2 (Phoenix Red, 64 GB)",6 GB RAM , 64 GB ROM ,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP , 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,"₹14,999"
"Honor 9S (Black, 32 GB)",2 GB RAM , 32 GB ROM ,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera , 5MP Front Camera,3020 mAh Lithium Polymer Battery,MediaTek Helio P22 (MT6762R) Octa Core Processor,"₹5,999"
"Realme 6 Pro (Lightning Red, 128 GB)",8 GB RAM , 128 GB ROM ,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP , 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,"₹17,999"
"Redmi 8A Dual (Sea Blue, 32 GB)",3 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP , 8MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 439 Processor,"₹8,995"
"Redmi 8 (Sapphire Blue, 64 GB)",4 GB RAM , 64 GB ROM ,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP , 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,"₹9,999"
"Micromax IN 1b (Purple, 32 GB)",2 GB RAM , 32 GB ROM ,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP , 8MP Front Camera,5000 mAh Li-Polymer Battery,MediaTek Helio G35 (MT6765V/WB) Processor,"₹6,999"
"Redmi Note 8 (Cosmic Purple, 64 GB)",4 GB RAM , 64 GB ROM ,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,4000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 665 Processor,"₹12,999"
"OPPO A31 (Mystery Black, 64 GB)",4 GB RAM , 64 GB ROM ,16.51 cm (6.5 inch) HD+ Display,12MP + 2MP + 2MP , 8MP Front Camera,4230 mAh Battery,MediaTek Helio P35 Octa Core Processor,"₹10,990"
"Lava Z61 Pro (Lavender Blue, 16 GB)",2 GB RAM , 16 GB ROM ,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera , 5MP Front Camera,3100 mAh Lithium Polymer Battery,Unisoc Octa Core Processor,"₹5,377"
"Lava Z61 Pro (Champagne Gold, 16 GB)",2 GB RAM , 16 GB ROM ,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera , 5MP Front Camera,3100 mAh Lithium Polymer Battery,Unisoc Octa Core Processor,"₹5,377"
"Vivo Y20A (Nebula Blue, 64 GB)",3 GB RAM , 64 GB ROM ,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 439 Processor,"₹11,490"
"iQOO 3 (Quantum Silver, 256 GB)",8 GB RAM , 256 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,48MP + 13MP + 13MP + 2MP , 16MP Front Camera,4440 mAh Li-ion Battery,Qualcomm Snapdragon 865 Processor,"₹32,990"
"Redmi 8 (Ruby Red, 64 GB)",4 GB RAM , 64 GB ROM ,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP , 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,"₹9,999"
"OPPO A31 (Mystery Black, 128 GB)",6 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) HD+ Display,12MP + 2MP + 2MP , 8MP Front Camera,4230 mAh Battery,MediaTek Helio P35 Octa Core Processor,"₹15,990"
"OPPO A1K (Red, 32 GB)",2 GB RAM , 32 GB ROM ,15.49 cm (6.1 inch) Display,8MP Rear Camera , 5MP Front Camera,4000 mAh Li-polymer Battery,MediaTek Helio P22 Processor,"₹7,990"
"Realme 5s (Crystal Blue, 128 GB)",4 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,"₹11,999"
"Vivo Y12 (Burgundy Red, 64 GB)",3 GB RAM , 64 GB ROM ,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP , 8MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,"₹10,990"
"Redmi 8A Dual (Midnight Grey, 32 GB)",3 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP , 8MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 439 Processor,"₹8,440"
"Redmi 9 Prime (Space Blue, 128 GB)",4 GB RAM , 128 GB ROM ,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera , 8MP Front Camera,5020 mAh Battery,MediaTek Helio G80 Processor,"₹11,638"
"Vivo X50 (Glaze Black, 128 GB)",8 GB RAM , 128 GB ROM,16.66 cm (6.56 inch) Full HD+ E3 Super AMOLED Display,48MP + 13MP + 8MP + 5MP , 32MP Front Camera,4200 mAh Lithium-ion Battery,Qualcomm Snapdragon 730 Processor,"₹34,990"
"Nokia 2.4 (Fjord Blue, 64 GB)",3 GB RAM , 64 GB ROM ,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP , 5MP Front Camera,4500 mAh Li-ion Polymer Battery,MediaTek Helio P22 Processor,"₹10,399"
"Panasonic ELUGA I6 (Black, 16 GB)",2 GB RAM , 16 GB ROM ,13.84 cm (5.45 inch) FWVGA Display,8MP Rear Camera , 5MP Front Camera,3000 mAh Battery,MediaTek Processor,"₹4,499"
"Realme 5i (Aqua Blue, 64 GB)",4 GB RAM , 64 GB ROM,16.56 cm (6.52 inch) HD+ Display,12MP + 8MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 2 GHz Processor,"₹10,999"
"Nokia C3 (Nordic Blue, 16 GB)",2 GB RAM , 16 GB ROM ,15.21 cm (5.99 inch) HD+ Display,8MP Rear Camera , 5MP Front Camera,3040 mAh Lithium-ion Battery,SC9863A Octa Core Processor,"₹6,999"
"Tecno Camon 16 (Purist Blue, 64 GB)",4 GB RAM , 64 GB ROM ,17.27 cm (6.8 inch) HD+ Display,64MP + 2MP + 2MP + AI Lens Quad AI Camera , 16MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio G70 Processor,"₹11,499"
"Samsung Galaxy M11 (Metallic Blue, 32 GB)",3 GB RAM , 32 GB ROM ,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP + 2MP , 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,"₹10,388"
"Samsung Galaxy A21s (Blue, 64 GB)",4 GB RAM , 64 GB ROM ,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP , 13MP Front Camera,5000 mAh Lithium-ion Battery,Exynos 850 Octa Core Processor,"₹14,999"
"Vivo Y20A (Dawn White, 64 GB)",3 GB RAM , 64 GB ROM ,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 439 Processor,"₹11,490"
"Samsung Galaxy A31 (Prism Crush White, 128 GB)",6 GB RAM , 128 GB ROM ,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP + 5MP , 20MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek (MT6768) Octa Core Processor,"₹17,999"
"OPPO F17 (Classic Silver, 128 GB)",6 GB RAM , 128 GB ROM,16.36 cm (6.44 inch) Full HD+ Display,16MP + 8MP + 2MP + 2MP , 16MP Front Camera,4015 mAh Lithium Polymer Battery,Qualcomm Snapdragon 662 Processor,"₹16,990"
"Realme Narzo 10A (So White, 32 GB)",3 GB RAM , 32 GB ROM ,16.56 cm (6.52 inch) HD+ Display,12MP + 2MP + 2MP , 5MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek Helio G70 (12 nm) Processor,"₹8,999"
"Samsung Galaxy M21 (Raven Black, 64 GB)",4 GB RAM , 64 GB ROM ,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP , 20MP Front Camera,6000 mAh Battery,Exynos 9611-Octa Core processor Processor,"₹14,990"
"Vivo Y12 (Aqua Blue, 64 GB)",3 GB RAM , 64 GB ROM ,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP , 8MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,"₹10,990"
"OPPO A9 2020 (Marine Green, 128 GB)",8 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) Display,48MP + 8MP + 2MP + 2MP , 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,"₹14,990"
"Realme 6 (Comet White, 64 GB)",4 GB RAM , 64 GB ROM ,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP , 16MP Front Camera,4300 mAh Battery,MediaTek Helio G90T Processor,"₹13,999"
"Redmi 8A Dual (Midnight Grey, 64 GB)",3 GB RAM , 64 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP , 8MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 439 Processor,"₹9,790"
"Realme X3 SuperZoom (Glacier Blue, 256 GB)",12 GB RAM , 256 GB ROM,16.69 cm (6.57 inch) Full HD+ Display,64MP + 8MP + 8MP + 2MP , 32MP + 8MP Dual Front Camera,4200 mAh Battery,Qualcomm Snapdragon 855+ Processor,"₹28,999"
"OPPO A11K (Deep Blue, 32 GB)",2 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP , 5MP Front Camera,4230 mAh Li-polymer Battery,MediaTek Helio P35 Octa Core Processor,"₹8,490"
"OPPO A11K (Flowing Silver, 32 GB)",2 GB RAM , 32 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP , 5MP Front Camera,4230 mAh Li-polymer Battery,MediaTek Helio P35 Octa Core Processor,"₹8,490"
"OPPO A52 (Twilight Black, 128 GB)",6 GB RAM , 128 GB ROM ,16.51 cm (6.5 inch) Full HD+ Display,12MP + 8MP + 2MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 665 Processor,"₹16,980"
"Tecno Spark 5 Pro (Ice Jadeite, 64 GB)",4 GB RAM , 64 GB ROM ,16.64 cm (6.55 inch) HD+ Display,16 MP + 2 MP + 2 MP + QVGA Quad AI Camera , 8MP Front Camera,5000 mAh Li-ion Polymer Battery,MediaTek Helio A25 Octa Core Processor,"₹10,495"
"OPPO Reno3 Pro (Sky White, 128 GB)",8 GB RAM , 128 GB ROM ,16.26 cm (6.4 inch) Display,64MP + 13MP + 8MP + 2MP , 44MP + 2MP Dual Front Camera,4025 mAh Battery,MediaTek Helio P95 Processor,"₹24,978"
"Redmi 8 (Onyx Black, 64 GB)",4 GB RAM , 64 GB ROM ,15.8 cm (6.22 inch) HD+ Display,12MP + 2MP , 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 439 Processor,"₹10,999"
"Vivo Y91i (Ocean Blue, 16 GB)",2 GB RAM , 16 GB ROM ,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera , 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,"₹8,950"
"Samsung Galaxy M31 (Space Black, 64 GB)",6 GB RAM , 64 GB ROM ,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 5MP + 5MP , 32MP Front Camera,6000 mAh Battery,Samsung Exynos 9 Octa 9611 Processor,"₹16,769"
"Samsung M01 core (Red, 32 GB)",2 GB RAM , 32 GB ROM ,13.46 cm (5.3 inch) Full HD+ Display,8MP Rear Camera , 5MP Front Camera,3000 mAh Battery,MediaTek | MT6739WW quad core  Processor,"₹6,468"
"Samsung Galaxy Note 10 Plus (Aura Black, 256 GB)",12 GB RAM , 256 GB ROM ,17.27 cm (6.8 inch) Display,12MP (Dual Aperture) + 12MP + 16MP + TOF , 10MP Front Camera,4300 mAh Battery,Super AMOLED Display,"₹54,999"
